    #,   Gonio_Y, Detector,  Monitor,  Seconds,       I0,       I2,    Foils, Normalized,   A34410,     kpow,      ch5,      ch6,      ch7,     TEMP,   TTIMER,   gkcnt1,   gkcnt2,      pd1,      pd2,      pd3,      pd4,      pd5,      pd6,      pd7,      pd8,      pd9,     pd10,     pd11,     pd12,     pd13,     pd14,     pd15,     pd16,     pd17,     pd18,   agdaq1,   agdaq2,   agdaq3,   agdaq4
   10, -0.513587984,        0,    54544,   1.0000,    58182,    57124,     0000,        0,        0,        0,        1,   101284,   100965,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   11, -0.463295985,        0,    54558,   1.0000,    58182,    57214,     0000,        0,        0,        0,        2,   101324,   101030,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   12, -0.414527987,        0,    54573,   1.0000,    58195,    57207,     0000,        0,        0,        0,        1,   101272,   101095,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   13, -0.364235988,        0,    54528,   1.0000,    58149,    57131,     0000,        0,        0,        0,        1,   101278,   101028,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   14, -0.31394399,        0,    54533,   1.0000,    58172,    57279,     0000,        0,        0,        0,        2,   101268,   101065,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   15, -0.263651992,        0,    54589,   1.0000,    58242,    57257,     0000,        0,        0,        0,        1,   101289,   101157,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   16, -0.213359993,        0,    54629,   1.0000,    58290,    57277,     0000,        0,        0,        0,        1,   101363,   101150,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   17, -0.164591995,        1,    54584,   1.0000,    58218,    57125,     0000, 1.8320387e-05,        0,        0,        2,   101334,   101121,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   18, -0.114299996,        0,    54503,   1.0000,    58139,    57091,     0000,        0,        0,        0,        0,   101228,   101024,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   19, -0.064007998,        0,    54492,   1.0000,    58129,    57174,     0000,        0,        0,        0,        0,   101202,   100990,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   20, -0.0137159996,        2,    54519,   1.0000,    58159,    57116,     0000, 3.6684459e-05,        0,        0,        2,   101296,   100901,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   21, 0.0365759988,        0,    54484,   1.0000,    58117,    56446,     0000,        0,        0,        0,        2,   101155,   100838,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   22, 0.0868679972,        1,    54503,   1.0000,    58131,    52218,     0000, 1.8347614e-05,        0,        0,        2,   101273,   100791,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   23, 0.135635996,        1,    54520,   1.0000,    58146,    43760,     0000, 1.8341893e-05,        0,        0,        2,   101420,   100904,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   24, 0.185927994,        2,    54598,   1.0000,    58231,    33921,     0000, 3.6631378e-05,        0,        0,        4,   101429,   101010,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   25, 0.236219992,        0,    54596,   1.0000,    58227,    21601,     0000,        0,        0,        0,        0,   101432,   100937,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   26, 0.286511991,        1,    54572,   1.0000,    58202,    10738,     0000, 1.8324415e-05,        0,        0,        1,   101431,   100933,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   27, 0.336803989,        0,    54569,   1.0000,    58220,     5961,     0000,        0,        0,        0,        1,   101304,   100957,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   28, 0.385571988,        0,    54565,   1.0000,    58213,     4502,     0000,        0,        0,        0,        1,   101239,   100845,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   29, 0.435863986,        0,    54534,   1.0000,    58188,     3822,     0000,        0,        0,        0,        1,   101184,   100760,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   30, 0.486155984,        1,    54545,   1.0000,    58197,     3660,     0000, 1.8333486e-05,        0,        0,        1,   101215,   100782,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   31, 0.536447983,        0,    54536,   1.0000,    58177,     4046,     0000,        0,        0,        0,        0,   101263,   100722,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   32, 0.586739981,        0,    54528,   1.0000,    58150,     5002,     0000,        0,        0,        0,        1,   101146,   100725,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   33, 0.63550798,        0,    54561,   1.0000,    58181,     7030,     0000,        0,        0,        0,        0,   101091,   100804,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   34, 0.685799978,        0,    54501,   1.0000,    58134,    13437,     0000,        0,        0,        0,        0,   100991,   100675,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   35, 0.736091976,        0,    54515,   1.0000,    58147,    24856,     0000,        0,        0,        0,        0,   100993,   100702,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   36, 0.786383975,        0,    54502,   1.0000,    58122,    36040,     0000,        0,        0,        0,        2,   101038,   100670,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   37, 0.836675973,        1,    54496,   1.0000,    58112,    46391,     0000, 1.8349971e-05,        0,        0,        1,   101082,   100615,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   38, 0.885443972,        1,    54519,   1.0000,    58140,    54573,     0000, 1.8342229e-05,        0,        0,        1,   101039,   100693,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   39, 0.93573597,        0,    54459,   1.0000,    58090,    56882,     0000,        0,        0,        0,        2,   100895,   100619,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   40, 0.986027968,        0,    54430,   1.0000,    58048,    57118,     0000,        0,        0,        0,        1,   100996,   100547,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   41, 1.03631997,        0,    54486,   1.0000,    58116,    57116,     0000,        0,        0,        0,        0,   101118,   100674,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   42, 1.08661197,        0,    54514,   1.0000,    58140,    57098,     0000,        0,        0,        0,        2,   101067,   100836,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   43, 1.13690396,        0,    54457,   1.0000,    58079,    57033,     0000,        0,        0,        0,        0,   100953,   100752,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   44, 1.18567196,        0,    54458,   1.0000,    58071,    57201,     0000,        0,        0,        0,        1,   100947,   100596,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   45, 1.23596396,        0,    54518,   1.0000,    58140,    57189,     0000,        0,        0,        0,        0,   101012,   100658,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   46, 1.28625596,        0,    54467,   1.0000,    58100,    56931,     0000,        0,        0,        0,        0,   101011,   100634,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   47, 1.33654796,        1,    54422,   1.0000,    58054,    57186,     0000, 1.8374922e-05,        0,        0,        1,   100990,   100562,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   48, 1.38683996,        0,    54491,   1.0000,    58120,    57079,     0000,        0,        0,        0,        0,   101103,   100659,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   49, 1.43560795,        0,    54485,   1.0000,    58118,    57069,     0000,        0,        0,        0,        2,   101042,   100580,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   50, 1.48589995,        0,    54507,   1.0000,    58129,    57235,     0000,        0,        0,        0,        1,   100979,   100564,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   51, 1.53619195,        0,    54589,   1.0000,    58213,    57213,     0000,        0,        0,        0,        2,   100991,   100630,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   52, 1.58648395,        0,    54561,   1.0000,    58187,    57142,     0000,        0,        0,        0,        0,   100872,   100616,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   53, 1.63677595,        0,    54474,   1.0000,    58121,    57056,     0000,        0,        0,        0,        1,   100777,   100415,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   54, 1.68554395,        0,    54438,   1.0000,    58060,    57091,     0000,        0,        0,        0,        1,   100738,   100303,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   55, 1.73583594,        0,    54456,   1.0000,    58076,    57100,     0000,        0,        0,        0,        0,   100771,   100330,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   56, 1.78612794,        1,    54520,   1.0000,    58143,    57262,     0000, 1.8341893e-05,        0,        0,        1,   100895,   100465,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   57, 1.83641994,        0,    54613,   1.0000,    58244,    57206,     0000,        0,        0,        0,        1,   100991,   100578,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   58, 1.88671194,        0,    54556,   1.0000,    58189,    57130,     0000,        0,        0,        0,        0,   101000,   100432,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   59, 1.93547994,        0,    54452,   1.0000,    58080,    56970,     0000,        0,        0,        0,        1,   100788,   100260,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   60, 1.98577194,        1,    54460,   1.0000,    58071,    57218,     0000, 1.8362101e-05,        0,        0,        3,   100732,   100280,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
