    #,       tth, Detector,  Monitor,  Seconds,       I0,       I2,    Foils, Normalized,   A34410,     kpow,      ch5,      ch6,      ch7,     TEMP,   TTIMER,   gkcnt1,   gkcnt2,      pd1,      pd2,      pd3,      pd4,      pd5,      pd6,      pd7,      pd8,      pd9,     pd10,     pd11,     pd12,     pd13,     pd14,     pd15,     pd16,     pd17,     pd18,   agdaq1,   agdaq2,   agdaq3,   agdaq4
   50, -1.25e-09,        0,       11,   1.0000,   111686,       88,     1011,        0,        0,        0,        3,    97967,    97585,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   51, 0.0199999988,        0,       11,   1.0000,   111462,       87,     1011,        0,        0,        0,        2,    97706,    97468,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   52, 0.0399999988,        0,       11,   1.0000,   111494,       88,     1011,        0,        0,        0,        1,    97656,    97542,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   53, 0.0599999988,        0,       11,   1.0000,   111341,       88,     1011,        0,        0,        0,        1,    97591,    97311,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   54, 0.0799999988,        1,       10,   1.0000,   111380,       88,     1011, 44241.339,        0,        0,        2,    97656,    97290,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   55, 0.0999999987,        0,        9,   1.0000,   111444,       88,     1011,        0,        0,        0,        0,    97705,    97322,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   56, 0.119999999,        0,       10,   1.0000,   111531,       89,     1011,        0,        0,        0,        0,    97729,    97436,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   57, 0.139999999,        0,       11,   1.0000,   111609,       88,     1011,        0,        0,        0,        0,    97825,    97502,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   58, 0.159999999,        0,       11,   1.0000,   111595,       88,     1011,        0,        0,        0,        0,    97772,    97539,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   59, 0.179999999,        0,       11,   1.0000,   111461,       88,     1011,        0,        0,        0,        0,    97613,    97456,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   60, 0.199999999,        0,       12,   1.0000,   111442,       88,     1011,        0,        0,        0,        1,    97612,    97443,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   61, 0.219999999,        0,       11,   1.0000,   111436,       89,     1011,        0,        0,        0,        3,    97717,    97330,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   62, 0.239999999,        0,       10,   1.0000,   111466,       89,     1011,        0,        0,        0,        0,    97675,    97430,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   63, 0.259999999,        0,       10,   1.0000,   111611,       89,     1011,        0,        0,        0,        0,    97848,    97465,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   64, 0.279999999,        0,       10,   1.0000,   111529,       89,     1011,        0,        0,        0,        0,    97749,    97438,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   65, 0.299999999,        0,        5,   1.0000,   111561,       89,     1011,        0,        0,        0,        1,    97791,    97455,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   66, 0.319999999,        0,        2,   1.0000,   111524,       89,     1011,        0,        0,        0,        0,    97716,    97443,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   67, 0.339999999,        0,        5,   1.0000,   111491,       89,     1011,        0,        0,        0,        1,    97742,    97309,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   68, 0.359999999,        1,        9,   1.0000,   111567,       89,     1011, 49157.044,        0,        0,        1,    97788,    97405,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   69, 0.379999999,        0,        9,   1.0000,   111506,       89,     1011,        0,        0,        0,        0,    97727,    97323,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
