    #,       tth, Detector,  Monitor,  Seconds,       I0,       I2,    Foils, Normalized,   A34410,     kpow,      ch5,      ch6,      ch7,     TEMP,   TTIMER,   gkcnt1,   gkcnt2,      pd1,      pd2,      pd3,      pd4,      pd5,      pd6,      pd7,      pd8,      pd9,     pd10,     pd11,     pd12,     pd13,     pd14,     pd15,     pd16,     pd17,     pd18,   agdaq1,   agdaq2,   agdaq3,   agdaq4
   20,      23.1,        0,   387365,   3.4545,   413807,      323,     0000,        0,        0,        0,        2,   361961,   361216,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   21,    24.105,        2,   395421,   3.5273,   422430,      330,     0000, 5.0579003e-06,        0,        0,        3,   369774,   368734,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   22,     25.11,        0,   403161,   3.6000,   430702,      338,     0000,        0,        0,        0,        3,   377014,   376032,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   23,    26.115,        0,   412198,   3.6727,   440387,      344,     0000,        0,        0,        0,        6,   385484,   384075,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   24,     27.12,        2,   419888,   3.7455,   448535,      350,     0000, 4.7631749e-06,        0,        0,        5,   392440,   391267,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   25,    28.125,        3,   427579,   3.8182,   456785,      354,     0000, 7.0162473e-06,        0,        0,        6,   399229,   398428,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   26,     29.13,        1,   435961,   3.8909,   465730,      362,     0000, 2.2937832e-06,        0,        0,        4,   407031,   405783,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   27,    30.135,        4,   444102,   3.9636,   474455,      372,     0000, 9.0069398e-06,        0,        0,        8,   414543,   412910,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   28,     31.14,        2,   452028,   4.0364,   482932,      380,     0000, 4.4245047e-06,        0,        0,        5,   421738,   420040,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   29,    32.145,        3,   459525,   4.1091,   490817,      386,     0000, 6.5284805e-06,        0,        0,        6,   428696,   426856,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   30,     33.15,        1,   469014,   4.1818,   501028,      393,     0000, 2.1321325e-06,        0,        0,        5,   437454,   435440,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   31,    34.155,        3,   476556,   4.2545,   509135,      400,     0000, 6.2951678e-06,        0,        0,        4,   443858,   442680,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   32,     35.16,        1,   484064,   4.3273,   517134,      409,     0000, 2.0658425e-06,        0,        0,        7,   450815,   449062,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   33,    36.165,        1,   492928,   4.4000,   526607,      415,     0000, 2.0286938e-06,        0,        0,        5,   458957,   456840,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   34,     37.17,        2,   500774,   4.4727,   535077,      422,     0000, 3.9938176e-06,        0,        0,        7,   465699,   464435,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   35,    38.175,        0,   508043,   4.5455,   542798,      426,     0000,        0,        0,        0,        1,   472872,   470548,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   36,     39.18,        2,   516656,   4.6182,   552055,      432,     0000, 3.8710477e-06,        0,        0,        4,   480914,   478896,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   37,    40.185,        1,   524269,   4.6909,   560170,      442,     0000, 1.9074178e-06,        0,        0,        6,   487788,   486262,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   38,     41.19,        0,   532214,   4.7636,   568702,      448,     0000,        0,        0,        0,        2,   495093,   493618,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   39,    42.195,        0,   541165,   4.8364,   578194,      455,     0000,        0,        0,        0,        6,   503352,   501657,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   40,      43.2,        0,   548611,   4.9091,   586231,      462,     0000,        0,        0,        0,        3,   510334,   508477,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   41,    44.205,        0,   556757,   4.9818,   594958,      469,     0000,        0,        0,        0,        2,   517541,   516064,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   42,     45.21,        0,   564983,   5.0545,   603682,      475,     0000,        0,        0,        0,        3,   525726,   523087,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   43,    46.215,        0,   573389,   5.1273,   612674,      484,     0000,        0,        0,        0,        3,   533875,   531404,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   44,     47.22,        2,   581297,   5.2000,   621142,      490,     0000, 3.440582e-06,        0,        0,        4,   541600,   539155,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   45,    48.225,        2,   588905,   5.2727,   629253,      495,     0000, 3.3961335e-06,        0,        0,        3,   549061,   546882,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   46,     49.23,        0,   596823,   5.3455,   637786,      501,     0000,        0,        0,        0,        7,   556883,   554409,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   47,    50.235,        1,   605019,   5.4182,   646545,      506,     0000, 1.6528407e-06,        0,        0,        6,   564683,   562202,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   48,     51.24,        2,   612286,   5.4909,   654329,      514,     0000, 3.2664474e-06,        0,        0,        6,   571059,   569712,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   49,    52.245,        0,   620627,   5.5636,   663247,      519,     0000,        0,        0,        0,        6,   579550,   577175,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   50,     53.25,        0,   628911,   5.6364,   672076,      526,     0000,        0,        0,        0,        4,   587578,   584949,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   51,    54.255,        0,   636562,   5.7091,   680339,      529,     0000,        0,        0,        0,        4,   594967,   592506,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   52,     55.26,        2,   644281,   5.7818,   688577,      541,     0000, 3.1042356e-06,        0,        0,        5,   602068,   600181,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   53,    56.265,        0,   652962,   5.8545,   697780,      547,     0000,        0,        0,        0,        5,   610423,   607943,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   54,     57.27,        1,   660801,   5.9273,   706201,      553,     0000, 1.5133149e-06,        0,        0,        4,   618032,   615622,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   55,    58.275,        0,   668704,   6.0000,   714719,      558,     0000,        0,        0,        0,        2,   625313,   623493,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   56,     59.28,        1,   678406,   6.0727,   725036,      565,     0000, 1.4740436e-06,        0,        0,        5,   634773,   632610,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   57,    60.285,        3,   691787,   6.1455,   739346,      573,     0000, 4.3365949e-06,        0,        0,        8,   647136,   645032,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   58,     61.29,        0,   700560,   6.2182,   748756,      579,     0000,        0,        0,        0,        3,   656000,   652577,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   59,    62.295,        1,   708725,   6.2909,   757499,      585,     0000, 1.4109845e-06,        0,        0,        5,   663779,   660706,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   60,      63.3,        0,   717350,   6.3636,   766741,      591,     0000,        0,        0,        0,        7,   672041,   668255,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   61,    64.305,        6,   724738,   6.4364,   774684,      601,     0000, 8.2788539e-06,        0,        0,       12,   678530,   675309,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   62,     65.31,        3,   733406,   6.5091,   783955,      607,     0000, 4.0905038e-06,        0,        0,        5,   686039,   683889,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   63,    66.315,        1,   741042,   6.5818,   792020,      614,     0000, 1.3494512e-06,        0,        0,        7,   693049,   691079,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   64,     67.32,        3,   749786,   6.6545,   801466,      619,     0000, 4.0011417e-06,        0,        0,        8,   701099,   699334,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   65,    68.325,        4,   756958,   6.7273,   809108,      624,     0000, 5.284309e-06,        0,        0,        9,   708064,   705222,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   66,     69.33,        3,   765279,   6.8000,   817945,      631,     0000, 3.9201389e-06,        0,        0,        6,   715864,   712341,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   67,    70.335,        3,   773972,   6.8727,   827287,      636,     0000, 3.8761092e-06,        0,        0,        4,   723803,   720809,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   68,     71.34,        1,   781283,   6.9455,   835078,      642,     0000, 1.2799459e-06,        0,        0,        4,   730735,   728470,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   69,    72.345,        6,   789304,   7.0182,   843783,      648,     0000, 7.6016338e-06,        0,        0,       12,   738484,   736436,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   70,     73.35,        4,   797467,   7.0909,   852481,      654,     0000, 5.0158815e-06,        0,        0,        7,   746443,   744103,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   71,    74.355,        2,   805741,   7.1636,   861264,      661,     0000, 2.4821872e-06,        0,        0,        8,   754823,   751620,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   72,     75.36,        7,   813540,   7.2364,   869617,      666,     0000, 8.604371e-06,        0,        0,       15,   761484,   758491,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   73,    76.365,        1,   821115,   7.3091,   877801,      673,     0000, 1.2178562e-06,        0,        0,        3,   767896,   765124,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   74,     77.37,        1,   829401,   7.3818,   886618,      680,     0000, 1.2056894e-06,        0,        0,        5,   775681,   772353,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   75,    78.375,        2,   836830,   7.4545,   894603,      688,     0000, 2.3899717e-06,        0,        0,        8,   782556,   778962,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   76,     79.38,        0,   845382,   7.5273,   903701,      693,     0000,        0,        0,        0,        7,   789687,   786531,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   77,    80.385,        2,   853137,   7.6000,   911991,      704,     0000, 2.3442894e-06,        0,        0,        7,   796669,   793624,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   78,     81.39,        1,   861319,   7.6727,   920755,      711,     0000, 1.16101e-06,        0,        0,        5,   804323,   801351,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   79,    82.395,        1,   869147,   7.7455,   929090,      722,     0000, 1.1505534e-06,        0,        0,        4,   811484,   808754,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   80,      83.4,        2,   877188,   7.8182,   937781,      724,     0000, 2.280013e-06,        0,        0,        5,   818467,   816688,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   81,    84.405,        1,   885357,   7.8909,   946555,      727,     0000, 1.1294879e-06,        0,        0,        8,   826162,   823513,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   82,     85.41,        2,   893487,   7.9636,   955315,      737,     0000, 2.2384209e-06,        0,        0,        6,   832495,   830598,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   83,    86.415,        2,   900760,   8.0364,   963093,      751,     0000, 2.2203473e-06,        0,        0,        4,   839509,   837037,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   84,     87.42,        4,   908162,   8.1091,   970835,      750,     0000, 4.4045005e-06,        0,        0,       12,   847060,   843650,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   85,    88.425,        5,   916509,   8.1818,   979855,      752,     0000, 5.4554838e-06,        0,        0,        9,   855276,   852045,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   86,     89.43,        4,   924900,   8.2545,   988759,      764,     0000, 4.3247919e-06,        0,        0,        9,   863277,   860077,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   87,    90.435,        1,   932404,   8.3273,   996746,      770,     0000, 1.0724965e-06,        0,        0,       10,   869320,   867457,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   88,     91.44,        2,   940678,   8.4000,  1005646,      778,     0000, 2.126126e-06,        0,        0,        9,   877447,   874178,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   89,    92.445,        1,   948816,   8.4727,  1014390,      788,     0000, 1.0539451e-06,        0,        0,       11,   885712,   881442,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
