    #,   Gonio_Y, Detector,  Monitor,  Seconds,       I0,       I2,    Foils, Normalized,   A34410,     kpow,      ch5,      ch6,      ch7,     TEMP,   TTIMER,   gkcnt1,   gkcnt2,      pd1,      pd2,      pd3,      pd4,      pd5,      pd6,      pd7,      pd8,      pd9,     pd10,     pd11,     pd12,     pd13,     pd14,     pd15,     pd16,     pd17,     pd18,   agdaq1,   agdaq2,   agdaq3,   agdaq4
   10, -0.513587984,        0,    57942,   1.0000,    61915,    60981,     0000,        0,        0,        0,        1,   105707,   105375,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   11, -0.463295985,        0,    57919,   1.0000,    61899,    60982,     0000,        0,        0,        0,        1,   105760,   105297,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   12, -0.414527987,        1,    57935,   1.0000,    61914,    61065,     0000, 1.7260723e-05,        0,        0,        1,   105850,   105362,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   13, -0.364235988,        0,    58007,   1.0000,    61982,    61155,     0000,        0,        0,        0,        0,   105942,   105401,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   14, -0.31394399,        0,    58086,   1.0000,    62054,    61163,     0000,        0,        0,        0,        1,   106064,   105475,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   15, -0.263651992,        0,    58064,   1.0000,    62038,    61051,     0000,        0,        0,        0,        0,   106077,   105418,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   16, -0.213359993,        0,    58051,   1.0000,    62032,    61188,     0000,        0,        0,        0,        0,   105874,   105425,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   17, -0.164591995,        0,    58024,   1.0000,    62012,    60985,     0000,        0,        0,        0,        1,   105820,   105444,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   18, -0.114299996,        0,    57979,   1.0000,    61962,    61031,     0000,        0,        0,        0,        0,   105738,   105350,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   19, -0.064007998,        0,    57964,   1.0000,    61928,    61026,     0000,        0,        0,        0,        2,   105663,   105308,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   20, -0.0137159996,        0,    57987,   1.0000,    61949,    60973,     0000,        0,        0,        0,        0,   105676,   105277,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   21, 0.0365759988,        0,    57975,   1.0000,    61944,    60947,     0000,        0,        0,        0,        2,   105619,   105294,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   22, 0.0868679972,        1,    57941,   1.0000,    61921,    59800,     0000, 1.7258936e-05,        0,        0,        2,   105542,   105282,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   23, 0.135635996,        0,    58020,   1.0000,    62011,    55903,     0000,        0,        0,        0,        0,   105720,   105353,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   24, 0.185927994,        0,    58023,   1.0000,    62002,    49205,     0000,        0,        0,        0,        0,   105744,   105267,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   25, 0.236219992,        0,    58050,   1.0000,    62035,    43831,     0000,        0,        0,        0,        0,   105690,   105324,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   26, 0.286511991,        3,    58033,   1.0000,    62018,    40793,     0000, 5.1694725e-05,        0,        0,        4,   105556,   105355,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   27, 0.336803989,        0,    57978,   1.0000,    61956,    39056,     0000,        0,        0,        0,        0,   105477,   105168,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   28, 0.385571988,        0,    57944,   1.0000,    61916,    38005,     0000,        0,        0,        0,        2,   105421,   105128,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   29, 0.435863986,        0,    57976,   1.0000,    61944,    37408,     0000,        0,        0,        0,        0,   105431,   105114,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   30, 0.486155984,        0,    57989,   1.0000,    61961,    37277,     0000,        0,        0,        0,        0,   105521,   105076,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   31, 0.536447983,        0,    57992,   1.0000,    61959,    37511,     0000,        0,        0,        0,        2,   105522,   105000,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   32, 0.586739981,        0,    57983,   1.0000,    61949,    38258,     0000,        0,        0,        0,        3,   105477,   104949,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   33, 0.63550798,        0,    58005,   1.0000,    61977,    39479,     0000,        0,        0,        0,        1,   105335,   105045,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   34, 0.685799978,        0,    57985,   1.0000,    61958,    41574,     0000,        0,        0,        0,        1,   105276,   105031,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   35, 0.736091976,        0,    57917,   1.0000,    61880,    45132,     0000,        0,        0,        0,        0,   105153,   104931,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   36, 0.786383975,        0,    57969,   1.0000,    61934,    51312,     0000,        0,        0,        0,        0,   105200,   104934,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   37, 0.836675973,        0,    57966,   1.0000,    61923,    57616,     0000,        0,        0,        0,        0,   105033,   105000,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   38, 0.885443972,        0,    57903,   1.0000,    61864,    60290,     0000,        0,        0,        0,        0,   104915,   104864,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   39, 0.93573597,        0,    57903,   1.0000,    61879,    61027,     0000,        0,        0,        0,        2,   105084,   104691,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   40, 0.986027968,        0,    57974,   1.0000,    61946,    61045,     0000,        0,        0,        0,        0,   105202,   104790,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   41, 1.03631997,        0,    57982,   1.0000,    61951,    61060,     0000,        0,        0,        0,        0,   105301,   104722,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   42, 1.08661197,        1,    57989,   1.0000,    61968,    61000,     0000, 1.724465e-05,        0,        0,        3,   105293,   104747,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   43, 1.13690396,        0,    58003,   1.0000,    61984,    61064,     0000,        0,        0,        0,        2,   105260,   104717,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   44, 1.18567196,        0,    57966,   1.0000,    61935,    61049,     0000,        0,        0,        0,        2,   105103,   104687,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   45, 1.23596396,        1,    57990,   1.0000,    61954,    60986,     0000, 1.7244352e-05,        0,        0,        1,   105002,   104764,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   46, 1.28625596,        0,    57946,   1.0000,    61913,    60964,     0000,        0,        0,        0,        0,   104992,   104684,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   47, 1.33654796,        0,    57895,   1.0000,    61863,    60919,     0000,        0,        0,        0,        0,   104895,   104572,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   48, 1.38683996,        1,    57928,   1.0000,    61889,    61045,     0000, 1.7262809e-05,        0,        0,        1,   104954,   104626,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   49, 1.43560795,        0,    57950,   1.0000,    61907,    60890,     0000,        0,        0,        0,        2,   104964,   104650,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   50, 1.48589995,        0,    57895,   1.0000,    61849,    60948,     0000,        0,        0,        0,        1,   104883,   104551,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   51, 1.53619195,        0,    57879,   1.0000,    61829,    60865,     0000,        0,        0,        0,        0,   104996,   104415,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   52, 1.58648395,        0,    57880,   1.0000,    61834,    60997,     0000,        0,        0,        0,        0,   105105,   104338,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   53, 1.63677595,        0,    57887,   1.0000,    61854,    60970,     0000,        0,        0,        0,        1,   105021,   104535,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   54, 1.68554395,        0,    57913,   1.0000,    61873,    60920,     0000,        0,        0,        0,        0,   104946,   104650,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   55, 1.73583594,        0,    57862,   1.0000,    61821,    61024,     0000,        0,        0,        0,        0,   104865,   104684,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   56, 1.78612794,        0,    57939,   1.0000,    61900,    60960,     0000,        0,        0,        0,        1,   104957,   104777,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   57, 1.83641994,        0,    57912,   1.0000,    61873,    61069,     0000,        0,        0,        0,        0,   104947,   104810,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   58, 1.88671194,        1,    57979,   1.0000,    61938,    60979,     0000, 1.7247624e-05,        0,        0,        1,   105113,   104814,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   59, 1.93547994,        0,    57977,   1.0000,    61946,    61056,     0000,        0,        0,        0,        0,   105084,   104857,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
   60, 1.98577194,        0,    57929,   1.0000,    61897,    60952,     0000,        0,        0,        0,        1,   105014,   104800,        0,        0,        0,        0,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,       -2,        0,        0,        0,        0,        0,        0
